"","meta_2[, 3]"
"cd56.nk5759","cd56.nk"
"cd56.nk7120","cd56.nk"
"cd56.nk1333","cd56.nk"
"cd56.nk4464","cd56.nk"
"cd56.nk7735","cd56.nk"
"cd56.nk2156","cd56.nk"
"cd56.nk1459","cd56.nk"
"cd56.nk5166","cd56.nk"
"cd56.nk6843","cd56.nk"
"cd56.nk6346","cd56.nk"
"cd56.nk6485","cd56.nk"
"cd56.nk2653","cd56.nk"
"cd56.nk288","cd56.nk"
"cd56.nk2995","cd56.nk"
"cd56.nk4957","cd56.nk"
"cd56.nk3754","cd56.nk"
"cd56.nk5703","cd56.nk"
"cd56.nk7985","cd56.nk"
"cd56.nk3969","cd56.nk"
"cd56.nk4424","cd56.nk"
"cd56.nk6994","cd56.nk"
"cd56.nk4071","cd56.nk"
"cd56.nk7542","cd56.nk"
"cd56.nk3122","cd56.nk"
"cd56.nk5466","cd56.nk"
"cd56.nk1209","cd56.nk"
"cd56.nk2582","cd56.nk"
"cd56.nk6740","cd56.nk"
"cd56.nk7459","cd56.nk"
"cd56.nk2546","cd56.nk"
"cd56.nk3578","cd56.nk"
"cd56.nk4355","cd56.nk"
"cd56.nk1798","cd56.nk"
"cd56.nk7725","cd56.nk"
"cd56.nk3686","cd56.nk"
"cd56.nk2177","cd56.nk"
"cd56.nk5068","cd56.nk"
"cd56.nk8191","cd56.nk"
"cd56.nk7754","cd56.nk"
"cd56.nk4408","cd56.nk"
"cd56.nk2002","cd56.nk"
"cd56.nk3045","cd56.nk"
"cd56.nk19","cd56.nk"
"cd56.nk2443","cd56.nk"
"cd56.nk3374","cd56.nk"
"cd56.nk5173","cd56.nk"
"cd56.nk540","cd56.nk"
"cd56.nk4636","cd56.nk"
"cd56.nk6053","cd56.nk"
"cd56.nk1109","cd56.nk"
"cd56.nk4167","cd56.nk"
"cd56.nk657","cd56.nk"
"cd56.nk6242","cd56.nk"
"cd56.nk5686","cd56.nk"
"cd56.nk997","cd56.nk"
"cd56.nk1573","cd56.nk"
"cd56.nk2424","cd56.nk"
"cd56.nk1330","cd56.nk"
"cd56.nk433","cd56.nk"
"cd56.nk6988","cd56.nk"
"cd56.nk5857","cd56.nk"
"cd56.nk4154","cd56.nk"
"cd56.nk2918","cd56.nk"
"cd56.nk2309","cd56.nk"
"cd56.nk7254","cd56.nk"
"cd56.nk8293","cd56.nk"
"cd56.nk7593","cd56.nk"
"cd56.nk7076","cd56.nk"
"cd56.nk5251","cd56.nk"
"cd56.nk6556","cd56.nk"
"cd56.nk2716","cd56.nk"
"cd56.nk1220","cd56.nk"
"cd56.nk158","cd56.nk"
"cd56.nk2130","cd56.nk"
"cd56.nk423","cd56.nk"
"cd56.nk4882","cd56.nk"
"cd56.nk504","cd56.nk"
"cd56.nk674","cd56.nk"
"cd56.nk1077","cd56.nk"
"cd56.nk2745","cd56.nk"
"cd56.nk5593","cd56.nk"
"cd56.nk3862","cd56.nk"
"cd56.nk3305","cd56.nk"
"cd56.nk3702","cd56.nk"
"cd56.nk5090","cd56.nk"
"cd56.nk4595","cd56.nk"
"cd56.nk7150","cd56.nk"
"cd56.nk4471","cd56.nk"
"cd56.nk240","cd56.nk"
"cd56.nk6349","cd56.nk"
"cd56.nk905","cd56.nk"
"cd56.nk3737","cd56.nk"
"cd56.nk6319","cd56.nk"
"cd56.nk1587","cd56.nk"
"cd56.nk5678","cd56.nk"
"cd56.nk3524","cd56.nk"
"cd56.nk772","cd56.nk"
"cd56.nk3252","cd56.nk"
"cd56.nk8112","cd56.nk"
"cd56.nk4021","cd56.nk"
"cd56.nk3688","cd56.nk"
"cd56.nk7253","cd56.nk"
"cd56.nk90","cd56.nk"
"cd56.nk8241","cd56.nk"
"cd56.nk5823","cd56.nk"
"cd56.nk7503","cd56.nk"
"cd56.nk7811","cd56.nk"
"cd56.nk6755","cd56.nk"
"cd56.nk5740","cd56.nk"
"memory.t9852","memory.t"
"memory.t2114","memory.t"
"memory.t882","memory.t"
"memory.t2209","memory.t"
"memory.t2450","memory.t"
"memory.t2015","memory.t"
"memory.t2954","memory.t"
"memory.t8216","memory.t"
"memory.t3865","memory.t"
"memory.t9325","memory.t"
"memory.t3610","memory.t"
"memory.t9514","memory.t"
"memory.t6911","memory.t"
"memory.t3578","memory.t"
"memory.t1059","memory.t"
"memory.t3647","memory.t"
"memory.t3052","memory.t"
"memory.t9512","memory.t"
"memory.t2948","memory.t"
"memory.t2926","memory.t"
"memory.t3613","memory.t"
"memory.t8993","memory.t"
"memory.t2783","memory.t"
"memory.t9382","memory.t"
"memory.t9033","memory.t"
"memory.t9615","memory.t"
"memory.t7945","memory.t"
"memory.t4393","memory.t"
"memory.t6059","memory.t"
"memory.t249","memory.t"
"memory.t801","memory.t"
"memory.t6454","memory.t"
"memory.t10175","memory.t"
"memory.t2135","memory.t"
"memory.t8408","memory.t"
"memory.t3929","memory.t"
"memory.t9082","memory.t"
"memory.t9106","memory.t"
"memory.t299","memory.t"
"memory.t9482","memory.t"
"memory.t4195","memory.t"
"memory.t330","memory.t"
"memory.t7930","memory.t"
"memory.t9531","memory.t"
"memory.t6627","memory.t"
"memory.t4660","memory.t"
"memory.t7418","memory.t"
"memory.t4900","memory.t"
"memory.t7353","memory.t"
"memory.t6411","memory.t"
"memory.t3376","memory.t"
"memory.t6351","memory.t"
"memory.t4079","memory.t"
"memory.t1046","memory.t"
"memory.t1802","memory.t"
"memory.t3488","memory.t"
"memory.t8761","memory.t"
"memory.t5237","memory.t"
"memory.t264","memory.t"
"memory.t8486","memory.t"
"memory.t3959","memory.t"
"memory.t2850","memory.t"
"memory.t8045","memory.t"
"memory.t5127","memory.t"
"memory.t4245","memory.t"
"memory.t2476","memory.t"
"memory.t9413","memory.t"
"memory.t5894","memory.t"
"memory.t8125","memory.t"
"memory.t3546","memory.t"
"memory.t1963","memory.t"
"memory.t4244","memory.t"
"memory.t4834","memory.t"
"memory.t1101","memory.t"
"memory.t5122","memory.t"
"memory.t3820","memory.t"
"memory.t6151","memory.t"
"memory.t6318","memory.t"
"memory.t3031","memory.t"
"memory.t9279","memory.t"
"memory.t2725","memory.t"
"memory.t6864","memory.t"
"memory.t4022","memory.t"
"memory.t3378","memory.t"
"memory.t8307","memory.t"
"memory.t9800","memory.t"
"memory.t8815","memory.t"
"memory.t4850","memory.t"
"memory.t2768","memory.t"
"memory.t8406","memory.t"
"memory.t5291","memory.t"
"memory.t7057","memory.t"
"memory.t1606","memory.t"
"memory.t10035","memory.t"
"memory.t2271","memory.t"
"memory.t532","memory.t"
"memory.t2740","memory.t"
"memory.t3570","memory.t"
"memory.t952","memory.t"
"memory.t4676","memory.t"
"memory.t227","memory.t"
"memory.t7335","memory.t"
"memory.t7883","memory.t"
"memory.t5170","memory.t"
"memory.t6655","memory.t"
"memory.t10012","memory.t"
"memory.t2052","memory.t"
"memory.t3917","memory.t"
"memory.t8407","memory.t"
"memory.t3839","memory.t"
"memory.t9760","memory.t"
"memory.t9396","memory.t"
"memory.t55","memory.t"
"memory.t2405","memory.t"
"memory.t8847","memory.t"
"memory.t4400","memory.t"
"memory.t8999","memory.t"
"memory.t214","memory.t"
"memory.t5664","memory.t"
"memory.t8857","memory.t"
"memory.t3036","memory.t"
"memory.t5682","memory.t"
"memory.t1367","memory.t"
"memory.t9260","memory.t"
"memory.t1914","memory.t"
"memory.t6005","memory.t"
"memory.t2648","memory.t"
"memory.t6692","memory.t"
"memory.t178","memory.t"
"memory.t8450","memory.t"
"memory.t2615","memory.t"
"memory.t936","memory.t"
"memory.t8459","memory.t"
"memory.t4388","memory.t"
"memory.t2272","memory.t"
"memory.t6143","memory.t"
"memory.t9496","memory.t"
"memory.t6165","memory.t"
"memory.t4842","memory.t"
"memory.t3970","memory.t"
"memory.t5488","memory.t"
"memory.t2004","memory.t"
"memory.t6884","memory.t"
"memory.t2865","memory.t"
"memory.t1753","memory.t"
"memory.t6982","memory.t"
"memory.t2212","memory.t"
"memory.t3707","memory.t"
"memory.t3385","memory.t"
"memory.t3714","memory.t"
"memory.t9690","memory.t"
"memory.t8988","memory.t"
"memory.t6700","memory.t"
"memory.t9895","memory.t"
"memory.t4657","memory.t"
"memory.t6463","memory.t"
"memory.t1330","memory.t"
"memory.t4238","memory.t"
"memory.t4683","memory.t"
"memory.t4137","memory.t"
"memory.t6569","memory.t"
"memory.t4664","memory.t"
"memory.t3615","memory.t"
"memory.t1901","memory.t"
"memory.t1884","memory.t"
"memory.t8743","memory.t"
"memory.t1730","memory.t"
"memory.t3524","memory.t"
"memory.t4153","memory.t"
"memory.t5625","memory.t"
"memory.t6374","memory.t"
"memory.t8335","memory.t"
"memory.t8383","memory.t"
"memory.t959","memory.t"
"memory.t914","memory.t"
"memory.t1635","memory.t"
"memory.t2127","memory.t"
"memory.t7614","memory.t"
"memory.t205","memory.t"
"memory.t594","memory.t"
"memory.t5463","memory.t"
"memory.t3925","memory.t"
"memory.t7663","memory.t"
"memory.t1602","memory.t"
"memory.t6028","memory.t"
"memory.t9127","memory.t"
"memory.t8939","memory.t"
"memory.t4490","memory.t"
"memory.t7228","memory.t"
"memory.t1458","memory.t"
"memory.t2796","memory.t"
"memory.t2974","memory.t"
"memory.t9290","memory.t"
"memory.t1648","memory.t"
"memory.t6733","memory.t"
"memory.t8092","memory.t"
"memory.t7204","memory.t"
"memory.t2902","memory.t"
"memory.t1788","memory.t"
"memory.t1789","memory.t"
"memory.t4026","memory.t"
"memory.t6317","memory.t"
"memory.t1112","memory.t"
"memory.t2998","memory.t"
"memory.t4721","memory.t"
"memory.t1861","memory.t"
"memory.t9156","memory.t"
"memory.t3748","memory.t"
"memory.t3242","memory.t"
"memory.t822","memory.t"
"memory.t5268","memory.t"
"memory.t461","memory.t"
"memory.t7845","memory.t"
"memory.t8020","memory.t"
"memory.t563","memory.t"
"memory.t6939","memory.t"
"memory.t856","memory.t"
"memory.t6562","memory.t"
"memory.t1770","memory.t"
"memory.t3910","memory.t"
"memory.t6185","memory.t"
"memory.t3603","memory.t"
"memory.t5322","memory.t"
"memory.t4025","memory.t"
"memory.t8938","memory.t"
"memory.t5632","memory.t"
"memory.t1085","memory.t"
"memory.t7251","memory.t"
"memory.t3302","memory.t"
"memory.t7167","memory.t"
"memory.t10096","memory.t"
"memory.t9664","memory.t"
"memory.t9465","memory.t"
"memory.t5833","memory.t"
"memory.t8601","memory.t"
"memory.t702","memory.t"
"memory.t2606","memory.t"
"memory.t518","memory.t"
"memory.t3997","memory.t"
"memory.t4487","memory.t"
"memory.t4457","memory.t"
"memory.t6452","memory.t"
"memory.t9620","memory.t"
"memory.t8405","memory.t"
"memory.t5143","memory.t"
"memory.t140","memory.t"
"memory.t6588","memory.t"
"memory.t535","memory.t"
"memory.t7561","memory.t"
"memory.t3218","memory.t"
"memory.t7529","memory.t"
"memory.t6893","memory.t"
"memory.t473","memory.t"
"memory.t9947","memory.t"
"memory.t7681","memory.t"
"memory.t2026","memory.t"
"memory.t1772","memory.t"
"memory.t778","memory.t"
"memory.t4858","memory.t"
"memory.t2633","memory.t"
"memory.t269","memory.t"
"memory.t7166","memory.t"
"memory.t5827","memory.t"
"memory.t10160","memory.t"
"memory.t1569","memory.t"
"memory.t9772","memory.t"
"memory.t147","memory.t"
"memory.t7989","memory.t"
"memory.t471","memory.t"
"memory.t4249","memory.t"
"memory.t774","memory.t"
"memory.t3665","memory.t"
"memory.t10133","memory.t"
"memory.t6509","memory.t"
"memory.t6188","memory.t"
"memory.t5530","memory.t"
"memory.t7495","memory.t"
"memory.t8567","memory.t"
"memory.t2958","memory.t"
"memory.t3945","memory.t"
"memory.t5690","memory.t"
"memory.t974","memory.t"
"memory.t6559","memory.t"
"memory.t2513","memory.t"
"memory.t4634","memory.t"
"memory.t5039","memory.t"
"memory.t1334","memory.t"
"memory.t5278","memory.t"
"memory.t8651","memory.t"
"memory.t2575","memory.t"
"memory.t9461","memory.t"
"memory.t9920","memory.t"
"memory.t9717","memory.t"
"memory.t9364","memory.t"
"memory.t8083","memory.t"
"memory.t5111","memory.t"
"memory.t4227","memory.t"
"memory.t9623","memory.t"
"memory.t4459","memory.t"
"memory.t3275","memory.t"
"memory.t3772","memory.t"
"memory.t5719","memory.t"
"memory.t3933","memory.t"
"memory.t9455","memory.t"
"memory.t4757","memory.t"
"memory.t1773","memory.t"
"memory.t241","memory.t"
"memory.t8394","memory.t"
"memory.t5003","memory.t"
"memory.t4505","memory.t"
"memory.t5880","memory.t"
"memory.t6468","memory.t"
"memory.t1695","memory.t"
"memory.t1281","memory.t"
"memory.t391","memory.t"
"memory.t1036","memory.t"
"memory.t3562","memory.t"
"memory.t2853","memory.t"
"memory.t9","memory.t"
"memory.t7577","memory.t"
"memory.t9437","memory.t"
"memory.t8803","memory.t"
"memory.t7477","memory.t"
"memory.t652","memory.t"
"memory.t1628","memory.t"
"memory.t10020","memory.t"
"memory.t5009","memory.t"
"memory.t4091","memory.t"
"memory.t4298","memory.t"
"memory.t3380","memory.t"
"memory.t480","memory.t"
"memory.t7406","memory.t"
"memory.t1879","memory.t"
"memory.t7843","memory.t"
"memory.t8238","memory.t"
"memory.t6877","memory.t"
"memory.t1225","memory.t"
"memory.t6628","memory.t"
"memory.t2237","memory.t"
"memory.t250","memory.t"
"memory.t2255","memory.t"
"memory.t6366","memory.t"
"memory.t8796","memory.t"
"memory.t4405","memory.t"
"memory.t4193","memory.t"
"memory.t327","memory.t"
"memory.t7017","memory.t"
"memory.t6522","memory.t"
"memory.t7702","memory.t"
"memory.t3452","memory.t"
"memory.t3476","memory.t"
"memory.t5043","memory.t"
"memory.t1279","memory.t"
"memory.t7747","memory.t"
"memory.t5602","memory.t"
"memory.t8068","memory.t"
"memory.t3553","memory.t"
"memory.t3851","memory.t"
"memory.t9131","memory.t"
"memory.t6001","memory.t"
"memory.t2975","memory.t"
"memory.t8784","memory.t"
"memory.t3729","memory.t"
"memory.t5051","memory.t"
"memory.t7421","memory.t"
"memory.t6933","memory.t"
"memory.t2499","memory.t"
"memory.t2790","memory.t"
"memory.t9966","memory.t"
"memory.t2153","memory.t"
"memory.t6802","memory.t"
"memory.t4053","memory.t"
"memory.t10071","memory.t"
"memory.t6040","memory.t"
"memory.t10022","memory.t"
"memory.t2223","memory.t"
"memory.t6133","memory.t"
"memory.t3788","memory.t"
"memory.t3838","memory.t"
"memory.t1676","memory.t"
"memory.t10107","memory.t"
"memory.t4052","memory.t"
"memory.t5967","memory.t"
"memory.t6656","memory.t"
"memory.t5436","memory.t"
"memory.t8304","memory.t"
"memory.t459","memory.t"
"memory.t9388","memory.t"
"memory.t2946","memory.t"
"memory.t8359","memory.t"
"memory.t4234","memory.t"
"memory.t5100","memory.t"
"memory.t2841","memory.t"
"memory.t3595","memory.t"
"memory.t6975","memory.t"
"memory.t7507","memory.t"
"memory.t566","memory.t"
"memory.t3126","memory.t"
"memory.t1671","memory.t"
"memory.t9092","memory.t"
"memory.t3207","memory.t"
"memory.t1505","memory.t"
"memory.t9825","memory.t"
"memory.t2083","memory.t"
"memory.t4305","memory.t"
"memory.t369","memory.t"
"memory.t1507","memory.t"
"memory.t1561","memory.t"
"memory.t9208","memory.t"
"memory.t4606","memory.t"
"memory.t4010","memory.t"
"memory.t5875","memory.t"
"memory.t6962","memory.t"
"memory.t1920","memory.t"
"memory.t8526","memory.t"
"memory.t5715","memory.t"
"memory.t10069","memory.t"
"memory.t5964","memory.t"
"memory.t8858","memory.t"
"memory.t1471","memory.t"
"memory.t2103","memory.t"
"memory.t10080","memory.t"
"memory.t9264","memory.t"
"memory.t10200","memory.t"
"memory.t335","memory.t"
"memory.t6769","memory.t"
"memory.t1614","memory.t"
"memory.t2764","memory.t"
"memory.t2731","memory.t"
"memory.t2910","memory.t"
"memory.t5800","memory.t"
"memory.t5573","memory.t"
"memory.t3114","memory.t"
"memory.t6335","memory.t"
"memory.t7050","memory.t"
"memory.t2290","memory.t"
"memory.t6488","memory.t"
"memory.t533","memory.t"
"memory.t7354","memory.t"
"memory.t2061","memory.t"
"memory.t9108","memory.t"
"memory.t3953","memory.t"
"memory.t754","memory.t"
"memory.t7443","memory.t"
"memory.t8157","memory.t"
"memory.t1873","memory.t"
"memory.t3866","memory.t"
"memory.t7623","memory.t"
"memory.t2063","memory.t"
"memory.t1061","memory.t"
"memory.t370","memory.t"
"memory.t2003","memory.t"
"memory.t1935","memory.t"
"memory.t2057","memory.t"
"memory.t3735","memory.t"
"memory.t3334","memory.t"
"memory.t256","memory.t"
"memory.t421","memory.t"
"memory.t3511","memory.t"
"memory.t697","memory.t"
"memory.t6787","memory.t"
"memory.t6955","memory.t"
"memory.t949","memory.t"
"memory.t5049","memory.t"
"memory.t4862","memory.t"
"memory.t2388","memory.t"
"memory.t872","memory.t"
"memory.t2236","memory.t"
"memory.t4677","memory.t"
"memory.t3506","memory.t"
"memory.t7946","memory.t"
"memory.t8462","memory.t"
"memory.t143","memory.t"
"memory.t6996","memory.t"
"memory.t9648","memory.t"
"memory.t2345","memory.t"
"memory.t1184","memory.t"
"memory.t9102","memory.t"
"memory.t8056","memory.t"
"memory.t1540","memory.t"
"memory.t9561","memory.t"
"memory.t9164","memory.t"
"memory.t1682","memory.t"
"memory.t3390","memory.t"
"memory.t2433","memory.t"
"memory.t7134","memory.t"
"memory.t8244","memory.t"
"memory.t8517","memory.t"
"memory.t2014","memory.t"
"memory.t4780","memory.t"
"memory.t10031","memory.t"
"memory.t5428","memory.t"
"memory.t9179","memory.t"
"memory.t3370","memory.t"
"memory.t9354","memory.t"
"memory.t9266","memory.t"
"memory.t3991","memory.t"
"memory.t6229","memory.t"
"memory.t9617","memory.t"
"memory.t8615","memory.t"
"naive.t10181","naive.t"
"naive.t3314","naive.t"
"naive.t4952","naive.t"
"naive.t8515","naive.t"
"naive.t2178","naive.t"
"naive.t1863","naive.t"
"naive.t2623","naive.t"
"naive.t1474","naive.t"
"naive.t9629","naive.t"
"naive.t655","naive.t"
"naive.t7385","naive.t"
"naive.t1270","naive.t"
"naive.t7742","naive.t"
"naive.t8030","naive.t"
"naive.t5180","naive.t"
"naive.t9839","naive.t"
"naive.t5991","naive.t"
"naive.t7382","naive.t"
"naive.t3271","naive.t"
"naive.t425","naive.t"
"naive.t9119","naive.t"
"naive.t3058","naive.t"
"naive.t3893","naive.t"
"naive.t2284","naive.t"
"naive.t10213","naive.t"
"naive.t6850","naive.t"
"naive.t7540","naive.t"
"naive.t6815","naive.t"
"naive.t8764","naive.t"
"naive.t10065","naive.t"
"naive.t9718","naive.t"
"naive.t4861","naive.t"
"naive.t5028","naive.t"
"naive.t8494","naive.t"
"naive.t403","naive.t"
"naive.t5260","naive.t"
"naive.t2831","naive.t"
"naive.t9490","naive.t"
"naive.t7555","naive.t"
"naive.t8303","naive.t"
"naive.t9245","naive.t"
"naive.t8220","naive.t"
"naive.t76","naive.t"
"naive.t8341","naive.t"
"naive.t4773","naive.t"
"naive.t8630","naive.t"
"naive.t5527","naive.t"
"naive.t8846","naive.t"
"naive.t7935","naive.t"
"naive.t8058","naive.t"
"naive.t2612","naive.t"
"naive.t4423","naive.t"
"naive.t6387","naive.t"
"naive.t8833","naive.t"
"naive.t9083","naive.t"
"naive.t3201","naive.t"
"naive.t8036","naive.t"
"naive.t6631","naive.t"
"naive.t4970","naive.t"
"naive.t3181","naive.t"
"naive.t8097","naive.t"
"naive.t7122","naive.t"
"naive.t3845","naive.t"
"naive.t7206","naive.t"
"naive.t3892","naive.t"
"naive.t4769","naive.t"
"naive.t4910","naive.t"
"naive.t5319","naive.t"
"naive.t1552","naive.t"
"naive.t6951","naive.t"
"naive.t9745","naive.t"
"naive.t1343","naive.t"
"naive.t7160","naive.t"
"naive.t8806","naive.t"
"naive.t1222","naive.t"
"naive.t6306","naive.t"
"naive.t5961","naive.t"
"naive.t7368","naive.t"
"naive.t9476","naive.t"
"naive.t4500","naive.t"
"naive.t4296","naive.t"
"naive.t314","naive.t"
"naive.t3611","naive.t"
"naive.t8034","naive.t"
"naive.t5050","naive.t"
"naive.t4131","naive.t"
"naive.t1519","naive.t"
"naive.t7605","naive.t"
"naive.t4526","naive.t"
"naive.t10179","naive.t"
"naive.t10097","naive.t"
"naive.t1288","naive.t"
"naive.t10398","naive.t"
"naive.t9471","naive.t"
"naive.t4186","naive.t"
"naive.t3703","naive.t"
"naive.t8607","naive.t"
"naive.t4950","naive.t"
"naive.t3051","naive.t"
"naive.t3086","naive.t"
"naive.t7221","naive.t"
"naive.t3208","naive.t"
"naive.t5700","naive.t"
"naive.t1298","naive.t"
"naive.t3959","naive.t"
"naive.t5708","naive.t"
"naive.t7095","naive.t"
"naive.t7072","naive.t"
"naive.t8411","naive.t"
"naive.t4418","naive.t"
"naive.t4932","naive.t"
"naive.t547","naive.t"
"naive.t9334","naive.t"
"naive.t3562","naive.t"
"naive.t1746","naive.t"
"naive.t6841","naive.t"
"naive.t1632","naive.t"
"naive.t2441","naive.t"
"naive.t3867","naive.t"
"naive.t2876","naive.t"
"naive.t315","naive.t"
"naive.t1254","naive.t"
"naive.t260","naive.t"
"naive.t7486","naive.t"
"naive.t8301","naive.t"
"naive.t2608","naive.t"
"naive.t6117","naive.t"
"naive.t10344","naive.t"
"naive.t5072","naive.t"
"naive.t8740","naive.t"
"naive.t4619","naive.t"
"naive.t4492","naive.t"
"naive.t3938","naive.t"
"naive.t5183","naive.t"
"naive.t1938","naive.t"
"naive.t2448","naive.t"
"naive.t6527","naive.t"
"naive.t6317","naive.t"
"naive.t9912","naive.t"
"naive.t5200","naive.t"
"naive.t6783","naive.t"
"naive.t433","naive.t"
"naive.t10238","naive.t"
"naive.t338","naive.t"
"naive.t1128","naive.t"
"naive.t7504","naive.t"
"naive.t3816","naive.t"
"naive.t106","naive.t"
"naive.t4284","naive.t"
"naive.t3635","naive.t"
"naive.t9959","naive.t"
"naive.t9822","naive.t"
"naive.t6595","naive.t"
"naive.t498","naive.t"
"naive.t5646","naive.t"
"naive.t6358","naive.t"
"naive.t9104","naive.t"
"naive.t9721","naive.t"
"naive.t2329","naive.t"
"naive.t7179","naive.t"
"naive.t238","naive.t"
"naive.t9294","naive.t"
"naive.t5862","naive.t"
"naive.t1719","naive.t"
"naive.t5016","naive.t"
"naive.t7595","naive.t"
"naive.t5415","naive.t"
"naive.t5905","naive.t"
"naive.t3251","naive.t"
"naive.t9397","naive.t"
"naive.t8758","naive.t"
"naive.t10241","naive.t"
"naive.t3484","naive.t"
"naive.t5623","naive.t"
"naive.t4305","naive.t"
"naive.t8896","naive.t"
"naive.t10465","naive.t"
"naive.t3540","naive.t"
"naive.t1485","naive.t"
"naive.t3706","naive.t"
"naive.t1257","naive.t"
"naive.t2989","naive.t"
"naive.t3385","naive.t"
"naive.t904","naive.t"
"naive.t8459","naive.t"
"naive.t5448","naive.t"
"naive.t2593","naive.t"
"naive.t4986","naive.t"
"naive.t173","naive.t"
"naive.t7870","naive.t"
"naive.t890","naive.t"
"naive.t4269","naive.t"
"naive.t4524","naive.t"
"naive.t1851","naive.t"
"naive.t1272","naive.t"
"naive.t4617","naive.t"
"naive.t8141","naive.t"
"naive.t9944","naive.t"
"naive.t7557","naive.t"
"naive.t6927","naive.t"
"naive.t7634","naive.t"
"naive.t6252","naive.t"
"naive.t1783","naive.t"
"naive.t8782","naive.t"
"naive.t3066","naive.t"
"naive.t9898","naive.t"
"naive.t1993","naive.t"
"naive.t9824","naive.t"
"naive.t10413","naive.t"
"naive.t3421","naive.t"
"naive.t10217","naive.t"
"naive.t4810","naive.t"
"naive.t4893","naive.t"
"naive.t3678","naive.t"
"naive.t4837","naive.t"
"naive.t4315","naive.t"
"naive.t1988","naive.t"
"naive.t6918","naive.t"
"naive.t3592","naive.t"
"naive.t3239","naive.t"
"naive.t7431","naive.t"
"naive.t1251","naive.t"
"naive.t5063","naive.t"
"naive.t4160","naive.t"
"naive.t8761","naive.t"
"naive.t9499","naive.t"
"naive.t1330","naive.t"
"naive.t9924","naive.t"
"naive.t1443","naive.t"
"naive.t3520","naive.t"
"naive.t3991","naive.t"
"naive.t8156","naive.t"
"naive.t3878","naive.t"
"naive.t4597","naive.t"
"naive.t9865","naive.t"
"naive.t4627","naive.t"
"naive.t2317","naive.t"
"naive.t2561","naive.t"
"naive.t1983","naive.t"
"naive.t587","naive.t"
"naive.t2662","naive.t"
"naive.t9871","naive.t"
"naive.t6939","naive.t"
"naive.t8070","naive.t"
"naive.t46","naive.t"
"naive.t374","naive.t"
"naive.t1648","naive.t"
"naive.t3726","naive.t"
"naive.t10302","naive.t"
"naive.t9615","naive.t"
"naive.t3832","naive.t"
"naive.t5548","naive.t"
"naive.t6225","naive.t"
"naive.t5893","naive.t"
"naive.t8867","naive.t"
"naive.t8201","naive.t"
"naive.t1728","naive.t"
"naive.t8576","naive.t"
"naive.t6223","naive.t"
"naive.t7510","naive.t"
"naive.t3266","naive.t"
"naive.t6754","naive.t"
"naive.t9942","naive.t"
"naive.t10253","naive.t"
"naive.t407","naive.t"
"naive.t9767","naive.t"
"naive.t567","naive.t"
"naive.t6028","naive.t"
"naive.t542","naive.t"
"naive.t4263","naive.t"
"naive.t7330","naive.t"
"naive.t5153","naive.t"
"naive.t131","naive.t"
"naive.t6498","naive.t"
"naive.t6958","naive.t"
"naive.t2541","naive.t"
"naive.t1981","naive.t"
"naive.t7545","naive.t"
"naive.t8724","naive.t"
"naive.t1006","naive.t"
"naive.t6332","naive.t"
"naive.t10450","naive.t"
"naive.t1347","naive.t"
"naive.t67","naive.t"
"naive.t8587","naive.t"
"naive.t5796","naive.t"
"naive.t7861","naive.t"
"naive.t4857","naive.t"
"naive.t9550","naive.t"
"naive.t7214","naive.t"
"naive.t7186","naive.t"
"naive.t3472","naive.t"
"naive.t1052","naive.t"
"naive.t10103","naive.t"
"naive.t8298","naive.t"
"naive.t4508","naive.t"
"naive.t5773","naive.t"
"naive.t5186","naive.t"
"naive.t2113","naive.t"
"naive.t8851","naive.t"
"naive.t7361","naive.t"
"naive.t7708","naive.t"
"naive.t6040","naive.t"
"naive.t5818","naive.t"
"naive.t10351","naive.t"
"naive.t4402","naive.t"
"naive.t7437","naive.t"
"naive.t4143","naive.t"
"naive.t292","naive.t"
"naive.t893","naive.t"
"naive.t9336","naive.t"
"naive.t7480","naive.t"
"naive.t5696","naive.t"
"naive.t6838","naive.t"
"naive.t9338","naive.t"
"naive.t1507","naive.t"
"naive.t699","naive.t"
"naive.t4326","naive.t"
"naive.t9109","naive.t"
"naive.t9154","naive.t"
"naive.t7685","naive.t"
"naive.t9128","naive.t"
"naive.t6586","naive.t"
"naive.t10334","naive.t"
"naive.t9632","naive.t"
"naive.t8008","naive.t"
"naive.t3921","naive.t"
"naive.t5588","naive.t"
"naive.t6219","naive.t"
"naive.t6609","naive.t"
"naive.t5472","naive.t"
"naive.t1944","naive.t"
"naive.t10411","naive.t"
"naive.t4241","naive.t"
"naive.t7895","naive.t"
"naive.t201","naive.t"
"naive.t4611","naive.t"
"naive.t2332","naive.t"
"naive.t1548","naive.t"
"naive.t3849","naive.t"
"naive.t8209","naive.t"
"naive.t9162","naive.t"
"naive.t3497","naive.t"
"naive.t1469","naive.t"
"naive.t9053","naive.t"
"naive.t6268","naive.t"
"naive.t351","naive.t"
"naive.t5429","naive.t"
"naive.t6421","naive.t"
"naive.t875","naive.t"
"naive.t10436","naive.t"
"naive.t6190","naive.t"
"naive.t604","naive.t"
"naive.t9549","naive.t"
"naive.t4390","naive.t"
"naive.t8366","naive.t"
"naive.t3187","naive.t"
"naive.t8817","naive.t"
"naive.t2525","naive.t"
"naive.t4204","naive.t"
"naive.t4520","naive.t"
"naive.t8407","naive.t"
"naive.t4376","naive.t"
"naive.t90","naive.t"
"naive.t6705","naive.t"
